date,city,pass-on y/n,pass-off y/n,pass-on #,trip total passengers,pass-off #,notes
1870-08-26,above Abdullah ibn Ali,0,1,,,2,
1870-08-26,Amara,1,1,23,,19,
1870-08-27,Rashid Ali Khan,1,0,2.5,,,
1870-08-27,Sheikh Saad,0,1,,,3,
1870-08-27,Kut,1,1,31,,3,
1870-08-29,Baghdad - Customs house,0,1,,,all,
1870-09-01,Baghdad,1,0,100,,,"3 women of the family of Ahmed Efendi, the Basra customs house collector, and 2 Indians through in 2C; 32.5 total w through tickets; Mr and Mrs Tartt and Douglas son of Resident Col Herbert going down pleasure trip"
1870-09-03,Kut,1,0,15,,,
1870-09-03,Rashid Ali Khan,1,0,3,,,for Amara
1870-09-04,Amara,0,1,,,30,
1870-09-04,Qurna,0,1,,,2,
1870-09-08,Basra,0,0,,,,upper cabin - Persian Kelb Ali Khan from Zanzibar and 15 men; also Abdul Kadir Efendi Bash Katib of Customs House going up 2C
1870-09-08,Maghil,0,1,,,2,Yousif Marine and J Saigh - had come up to deal w the new cargo
1870-09-09,Qurna,1,0,13,,,
1870-09-09,Amara,0,1,,117.5,4,incl Basra; not specified earlier
1870-09-10,Kut,1,0,16,,,
1870-09-14,Gherara,0,1,,,1,Capt Holland
1870-09-14,Baghdad - Customs house,0,1,,,all,
1870-09-22,Baghdad,1,0,118,,,"Medoolia, Stephan, Tassia, J Tonietti - for Gherara; other: Mansur Bey of Muntafiq in 1C; Fettohi Naman in 2C, Persian woman in 2C"
1870-09-22,Gherara,0,1,,,4,"Medoola, Stephan, Tassia, J Tonietti"
1870-09-25,Kut,0,1,,,7,
1870-09-25,Sheikh Saad,0,1,,,1,
1870-09-26,Amara,0,1,,,7,
1870-09-27,Azair,0,1,,,1,
1870-09-27,Qurna,0,1,,,14,
1870-09-27,Basra,0,0,,,,
1870-10-03,Basra,1,0,87,,,"34 Persians through; 11 left at Basra or went on ""Mosul"" + have 3 of ""Mosul"""
1870-10-03,Qurna,1,1,some,,2,"the mistaken ""Mosul"" passengers"
1870-10-04,Amara,1,1,20,,2,
1870-10-05,Sheikh Saad,1,0,4,,,
1870-10-05,Kut,0,1,,,1,
1870-10-10,Baghdad,0,1,,,all,
1870-10-13,Baghdad,1,0,233,,,"on incl Eliza Marine, Lossie, Antoine; Abdulkadir Efendi Bash Katib of Basra customs house, Mr Paul; 7  in 2C incl Yousif Naman w wife, sister and law etc"
1870-10-13,Gherara,0,1,,,3,"Eliza Marine, Lossie, Antoine"
1870-10-22,Ali Gharbi,0,1,,,1,"Abbas Bey, mudir of Ali Gharbi "
1870-10-27,Baghdad,0,0,,,,"Mrs Holland, Alfred, Mary, Jenny, Rosa going down; Farha Daniel and two other women in cabin aft to Azair return; Indian through to Basra in 1C"
1870-10-31,Azair,0,1,,,10.5,Salih Daniel's family; Mrs Holland and family also landed to visit
1870-11-02,Basra,0,0,,,,"from ""Comorin"" 3 1C Persians incl Jellal Shah son of Agha Khan of Bombay, going to meet Shah in Khanikin; other Indian and Persian passengers"
1870-10-08,Baghdad,0,1,,,all,
1870-10-23,Basra,0,1,,,all,
1870-12-01,Amara,0,1,,,12,
1870-12-15,Maghil (down),1,0,3,,,"Robertson, Welty, Mr. Hagg Postmaster general who came up in ""Madras"""
1870-12-16,Maghil (up),0,0,,,,"Mr Hogg Postmaster general, Robertson, Captain of an Italian Coal ship for the Ottomans, Indian Nawab of Cude, 2 Persians all in 1C; also 5 in 2C"
1870-12-22,Ctesiphon,0,1,,,8,"Mr. Hogg, Robertson, Capt Demartius, Hasan Efendi, Kowetly (Damascus merchant), Alfred Holland, Indian Ornice, a Mirza - Persian secretary of wazir of Shah - to see arch"
1870-12-22,Baghdad - customs house,0,1,,,all,
1871-01-21,Amara,1,0,31,,,
1871-01-29,Baghdad,1,0,228,,,"lots of Indians w the Nawab; 117 through, 23 to Bombay and rest to Jeddah, 18 in foremost 2C cabins, 13 in 2C large upper cabin, 3 in 1C aft"
1871-02-01,Flefleh,1,0,10,,,"from ""Nasir Shah"""
1871-04-26,Qurna,1,1,1,,1,
1871-05-27,Amara,0,1,,,18,
1871-06-10,Kut,0,1,,,9,
1871-06-10,Amara,0,1,,,5,
1871-07-14,Baghdad,1,0,78.5,,,
1871-07-14,Gherara,0,1,,,1,Mr Tartt
1871-07-16,Kut,1,1,4,,9,
1871-07-17,Amara,0,1,,,29.5,
1871-07-18,Azair,0,1,,,1,
1871-07-18,Qurna,0,1,,,6.5,
1871-07-18,Basra,0,1,,,all,
1872-07-05,Flefleh,0,1,,,8,Mudir Rif'at Efendi and wife and others
1872-07-19,Qurna,0,1,,,5,
9/26/1872 City of London,Baghdad,1,0,101.5,,,
9/26/1872 City of London,Gherara,0,1,,,4,"Blockey, Carolina, Emilia, Alice"
9/29/1872 City of London,Kut,0,1,,,5,
1873-04-16,Basra,1,0,67.5,102.5,,"2C: 2 Jews, Hashem Pasha collector of Baghdad customs w 4 servants all free messing; 1C: 1 Indian"
1873-04-16,Qurna,1,0,1,,,
1873-04-17,Amara,1,1,13,,6.5,
1873-04-18,Ali Gharbi,0,1,,,1,
1873-04-19,Kut,1,1,20,,5,pass-on incl 2C: 2 women of qadi of Nasiriye
1873-05-04,Baghdad,0,0,,138.5,,"1C: Nasir Pasha, Naum Serkis, Mrs Holland w family"
1873-05-04,Gherara,0,1,,,2,"Naum Abud, Menahim Salih Daniel (accompanying Nasir Pasha)"
1873-05-04,Kut,0,1,,,55.5,pass-off incl 42.5 w Nasir Pasha
1873-05-05,Amara,0,1,,,21.5,
1873-05-06,Qurna,0,1,,,3,
1873-05-10,Basra,1,0,70,119.5,,1C: Artin Baghdassir; Haji Efendi's wife w 5 servants free; Capt Smith
1873-05-10,Qurna,1,1,2,,1,
1873-05-11,[City of London],1,1,1,,3,"pass-off Capt Smith, Mr Cadenhead, Mr Oswald; pass-on Mrs Cowley"
1873-05-11,Amara,0,1,,,22,pass-on incl 2C: wife of Husayn Efendi
1873-05-11,Defass,0,1,,,1,Husayn Efendi muhasebe of Serri Efendi
1873-05-12,Kut,0,1,,,2,
1873-05-15,Gherara,0,0,,,,deckman off
1873-05-23,Baghdad,1,0,267,272,,"pass-on incl wife/kept-woman of Mons Mongel engineer in Ottoman service; 83.5 through passengers; total 37 for Azair, 20 Amara, 16 Kut, 3 Qurna, rest Basra"
1873-05-24,Kut,1,1,3,,16,
1873-05-24,Ali Gharbi,0,1,,,1,
1873-05-24,Amara,0,1,,,22,
1873-05-25,Azair,0,1,,,40,
1873-05-25,Qurna,0,1,,,3.5,
1873-05-27,Basra,1,0,83.5,127.5,,1C: Nawab and 5 others w 28 followers deck; Mr Paduani of quarantine; 35 through
1873-05-28,Qurna,1,0,1,,,
1873-05-28,Azair,1,1,13.5,,5,
1873-05-28,Amara,1,1,14.5,,9,
1873-05-29,Ali Gharbi,1,0,4,,,
1873-05-30,Kut,1,1,12,,2,
1873-05-31,Gherara,0,1,,,1,deckman off
1873-06-07,Baghdad,1,0,95.5,102,,"1C: Capt Powell, one Persian"
1873-06-08,Kut,0,1,,,8,
1873-06-09,Amara,1,1,5.5,,10,
1873-06-09,Azair,0,1,,,17,
1873-06-09,Qurna,0,1,,,2,
1873-06-12,Basra,1,0,32.5,118,,"2C: Razkallah Kababeh, Salih Hamed; Capt Powell + 2 servants (free?)"
1873-06-13,Qurna,1,0,5,,,
1873-06-13,Azair,1,0,52.5,,,
1873-06-13,Amara,1,1,10.5,,8,
1873-06-15,Kut,1,1,9.5,,6,
1873-06-17,[Ressafah],0,1,,,3,
1873-06-29,Baghdad,1,0,56,,,
1873-06-29,Gherara,0,1,,,1,Mr Tartt
1873-07-01,Kut,0,1,,,7,
1873-07-02,Sheikh Saad,0,1,,,3,
1873-07-02,Ali Gharbi,0,1,,,4,
1873-07-02,Amara,0,1,,,16,
1873-07-03,Qurna,0,1,,,1,
1873-07-04,Basra,1,0,29.5,57,,1C: Mr Cadenhead; Hannosh Kroomy and wife
1873-07-05,Amara,1,1,16.5,,6.5,
1873-07-06,Sheikh Saad,0,1,,,2,
1873-07-06,Kut,1,1,11,,2.5,
1873-07-16,Baghdad,1,0,87,,,"pass-on incl Mr Reid officer of Comet, Mr Tartt"
1873-07-20,Kut,0,1,,,11,
1873-07-20,Ali Gharbi,0,1,,,7,
1873-07-21,Amara,0,1,,,39,
1873-07-21,Qurna,0,1,,,4,
1873-07-21,Maghil,0,1,,,1,Capt Holland
1873-07-23,Basra,1,0,180,238,,
1873-07-24,Qurna,1,0,54,,,"pass-on 1C: Nasir Pasha, Qasim al-Zuhayr, Agha Muhammad Husayn, Suleyman Bey ibn Mansur Pasha; 2C:  Kamal Efendi, Rajab Ali Bey, Naum Serkis, 47 followers"
1873-07-24,Amara,1,1,50,,20.5,pass-on incl Serri Efendi mutasarrif w 8 servants; 2C: 2 women
1873-07-25,Ali Gharbi,0,1,,,3,
1873-07-29,[Ressafah],0,1,,,15,passengers went up in the other ship
1873-08-12,Baghdad,1,0,70,,,1C: Serri Efendi + servants
1873-08-13,,0,0,,,,
1873-08-14,Kut,0,1,,,5,
1873-08-15,Kut,0,1,,,39.5,"from ""City of London"""
1873-08-17,Amara,0,1,,,45,
1873-08-17,Azair,0,1,,,2,
1873-08-17,Qurna,0,1,,,3,
1873-08-20,Basra,1,0,54,,,
1873-08-20,Maghil,0,1,,,2,"Mr Carter, Yousif Marine"
1873-08-21,Azair,1,0,2,,,
1873-08-21,Amara,1,1,20.5,,5,
1873-08-22,Jendeel's Arabs,0,1,,,2,
1873-08-22,Kut,1,1,6,,2,
1873-09-03,Baghdad,1,0,58.5,64.5,,"1C: Collector of Customs Bahrain; 2C: Mr Nicola Calothi (Christian merchant of Mosul), Dr McGrath to Suez"
1873-09-03,poplar grove,0,1,,,3,"Mr Raitt, Alfred, Mr Clark"
1873-09-04,[City of London],1,1,1,,2,"pass-on new second mate; pass-off Capt Powell, Fitzgerald"
1873-09-06,Kut,0,1,,,3,
1873-09-07,Amara,0,1,,,22.5,
1873-09-08,Qurna,0,1,,,4,
1873-09-11,Maghil,1,0,23,63,,"trip total 31,332 okkas, 14,465.5 piasters"
1873-09-11,Amara,1,1,30,,3,pass-on incl 2C: wife of Selloomi Efendi
1873-09-12,Sheikh Saad,0,1,,,4,
1873-09-13,Kut,0,1,,,14,
1873-09-23,Baghdad,1,0,251,270,,"1C: Mr Artin Erame, Elias Serkis; 2C: Mr Johnston of Hector, Janny Demarki; Hasan Bey's wife; Salih Hamed"
1873-09-24,,0,0,,,,some passengers left back to Baghdad
1873-09-29,off Gooba,0,0,,,,pass-off to buy bread
1873-10-02,Kut,0,1,,,17,
1873-10-03,Ali Gharbi,0,1,,,6,
1873-10-03,Amara,1,1,17,,58,
1873-10-04,Qurna,0,1,,,24,"pass-off incl Elias Serkis, Artin Erame "
1873-10-06,Basra,1,0,137.5,179.5,,1C: clerk of Mr Tambaci
1873-10-07,Qurna,1,1,2,,2,
1873-10-08,Amara,0,1,,,20,
1873-10-08,Rashid Ali Khan,0,1,,,1,
1873-10-11,,0,0,,,,2 Persian passengers died
1873-10-21,Baghdad,1,0,213.5,227.5,,"1C: Haji Abdulqadir Efendi and wife free; Mr Pritchard clerk of Tambaci, Turk Abdulla Bey; Serri Efendi's wife, daughter, another woman to Amara; 2C: Hannosh Kroonir and sister-in-law, Hannah Nakar, Salih Assafi, 2 Persians"
1873-10-23,[Tel Afar],1,0,1,,,"clerk of ""Tel Afar"" free to Kut"
1873-10-23,Kut,0,1,,,12.5,
1873-10-25,Ali Gharbi,0,1,,,3,
1873-10-25,Amara,1,1,10,,51,"pass-off incl Serri Efendi wife, followers"
1873-10-26,Qurna,0,1,,,16,
1873-10-31,Basra,1,0,42,59,,2C: Abdulrahman Bey
1873-11-01,Amara,1,1,10,,7,
1873-11-02,Jendeel's Arabs,0,1,,,3,
1873-11-02,Kut,1,1,8,,3,
1873-11-18,Baghdad,1,0,90,98,,2C: 3 Jews
1873-11-21,Kut,0,1,,,6,
1873-11-23,Amara,0,1,,,19,
1873-11-23,Qurna,0,1,,,4,
1873-11-27,Maghil,1,0,56,,,"1C: Mr Tambaci, Mr Cadenhead"
1873-11-28,Amara,0,1,,,9,pass-on incl 1C Michael Sayegh 
1873-11-30,Kut,1,1,9,,2,
1873-12-01,Azizieh,1,0,2,,,Zeyah Efendi and servant - kaymakam of Azizieh
1873-12-07,Baghdad,1,0,160.5,,,"1C: 12 people, 2C: 8 people - all pilgrims"
1873-12-08,Kut,0,1,,,22,
1873-12-09,Amara,0,1,,,19.5,
1873-12-10,Qurna,0,1,,,3,
1873-12-13,Basra,1,0,23,,,
1873-12-13,Maghil,0,1,,,1,Yousif Marine
1873-12-14,Azair,1,0,43,,,Serri Efendi's wife and companions - women and servants
1873-12-14,Amara,0,1,,,55,
1873-12-15,Ali Gharbi,0,1,,,2,
1873-12-15,Kut,0,1,,,2,
1873-12-16,[Baghdad],1,0,1,,,"messenger to bring more coal to ""Baghdad"" at Azizieh"
1873-12-24,Baghdad,1,0,146,160,,"1C: 5 Muslims, 2C: 3 Muslims"
1873-12-25,Kut,0,1,,,30.5,
1873-12-26,Amara,0,1,,,41.5,
1873-12-27,Azair,0,1,,,1,
1873-12-27,Qurna,0,1,,,10,
1874-01-01,Qurnah,1,0,170,,,
1874-01-02,Amara,1,1,17,,10.5,
1874-01-03,Ali Gharbi,0,1,,,4,
1874-01-03,Kut,0,1,,,8,
1874-01-15,Kut,0,1,,,15,
1874-01-16,Amara,0,1,,,39,
1874-01-17,Azair,0,1,,,5,
1874-01-17,Qurnah,0,1,,,7,
1874-01-18,Basra,1,0,255,,,
1874-01-21,Qurnah,1,0,16,,,
1874-01-21,Azair,1,0,5,,,
1874-01-21,Kalat Salih,1,0,4,,,
1874-01-21,Amara,1,1,28,,26,
1874-01-31,Azair,0,1,,,1,
1874-01-31,Qurnah,0,1,,,1,
1874-02-01,Basra,1,0,249.5,,,
1874-02-05,Amara,1,1,40,,10,
1874-02-07,Kut,0,1,,,5,
1874-02-09,Baghdad,1,0,133,,,
1874-02-14,Kut,0,1,,,20,
1874-02-15,Amara,0,1,,,34.5,
1874-02-16,Qurnah,0,1,,,7,
1874-02-16,Basra,1,0,159,,,
1874-02-19,Qurnah,1,1,5,,3,
1874-02-20,Azair,0,1,,,1,
1874-02-20,Amara,0,1,,,28.5,
1874-02-21,Ali Gharbi,0,1,,,6,
1874-02-22,Kut,0,1,,,3,
1874-02-23,Bostan,0,1,,,30,
1874-02-23,Baghdad,1,0,50.5,,,
1874-02-27,Ghrarah ,0,1,,,2,
1874-02-28,Kut,0,1,,,10.5,
1874-03-01,Amara,0,1,,,12.5,
1874-03-02,Qurnah,0,1,,,6,
1874-03-18,Basra,1,0,114,,,
1874-03-18,Qurnah,0,1,,,3,
1874-03-19,Azair,0,1,,,yes,
1874-04-10,Baghdad,1,0,117,,,
1874-04-11,Kut,0,1,,,few,
1874-04-11,Amara,0,1,,,yes,
1874-04-12,Qurnah,1,0,1,,,
1874-04-21,Basra,1,0,36.5,,,
1874-04-21,Qurnah,1,0,1,,,
1874-04-21,Azair,1,1,6.5,,1,
1874-04-22,Amara,1,1,10.5,,13,
1874-04-23,Ali Gharbi,0,1,,,1,
1874-04-24,Kut,0,1,,,3,
1874-04-26,Baghdad,1,0,232.5,,,
1874-05-08,Kut,0,1,,,14,
1874-05-09,Amara,0,1,,,29.5,
1874-05-09,Azair,0,1,,,28,
1874-05-10,Qurnah,0,1,,,1,
1874-05-10,Basra,1,0,75.5,,,
1874-05-12,Azair,1,1,12,,2,
1874-05-12,Amara,1,1,38,,6,
1874-05-14,Kut,0,1,,,10.5,
1874-05-16,Baghdad,1,0,82,,,
1874-05-22,Kut,0,1,,,12,
1874-05-23,Ali Gharbi,0,1,,,4,
1874-05-23,Amara,0,1,,,27,
1874-05-24,Azair,1,1,1,,1,
1874-05-25,Basra,1,0,77,,,
1874-05-26,Qurnah,0,1,,,1,
1874-05-26,Azair,1,1,45,,1,
1874-05-26,Amara,1,1,85,,26,
1874-05-27,Ali Gharbi,0,1,,,6,
1874-05-28,Kut,0,1,,,7,
1874-05-30,Baghdad,1,0,121.5,,,
1874-06-05,Kut,0,1,,,8,
1874-06-06,Ali Gharbi,0,1,,,1,
1874-06-06,Amara,1,1,6,,25,
1874-06-07,Azair,0,1,,,2,
1874-06-08,Basra,1,1,136.5,,8,
1874-06-09,Qurnah,0,1,,,1,
1874-06-09,Amara,1,1,55,,19,
1874-06-11,Kut,0,1,,,6,
1874-06-13,Baghdad,1,0,202,,,
1874-06-19,Kut,1,1,1,,25,
1874-06-20,Amara,0,1,,,24,
1874-06-21,Qurnah,1,0,1,,,
1874-06-21,Maghil,1,0,5,,,
1874-06-21,Basra,1,0,26,,,
1874-06-23,Maghil,0,1,,,1,
1874-06-23,Qurnah,0,1,,,1,
1874-06-23,Amara,0,1,,,10,
1874-06-24,Ali Gharbi,0,1,,,2,
1874-06-25,Kut,1,0,12,,,
1874-06-27,Ghrarah,0,1,,,1,
1874-06-27,Baghdad,1,0,96.5,,,
1874-07-04,Kut,0,1,,,18,
1874-07-04,Amara,0,1,,,38.5,
1874-07-05,Qurnah,0,1,,,3.5,
1874-07-05,Basra,1,0,56,,,
1874-07-07,Maghil,0,1,,,2,
1874-07-07,Qurnah,0,1,,,1,
1874-07-07,Azair,0,1,,,1,
1874-07-07,Amara,1,1,42,,7,
1874-07-08,Ali Gharbi,0,1,,,3,
1874-07-08,Shaykh Saad,0,1,,,5.5,
1874-07-09,Kut,1,1,15,,11.5,
1874-07-10,Baghdad,1,0,45,,,
1874-07-16,Kut,0,1,,,4,
1874-07-16,Amara,1,1,17,,9,
1874-07-17,Qurnah,0,1,,,1,
1874-07-18,Basra,1,0,30,,,
1874-07-18,Maghil,0,1,,,2,
1874-07-19,Azair,1,0,1,,,
1874-07-19,Amara,1,1,22.5,,11.5,
1874-07-20,Shaykh Saad,0,1,,,2,
1874-07-20,Kut,0,1,,,1,
1874-07-22,Baghdad,1,0,123,,,
1874-07-30,Kut,0,1,,,17,
1874-07-31,Ali Gharbi,0,1,,,1,
1874-07-31,Amara,0,1,,,31.5,
1874-08-02,Qurnah,1,0,52,,,
1874-08-03,Amara,1,1,1,,17,
1874-08-03,Ali Gharbi,0,1,,,2,
1874-08-04,Kut,1,1,12.5,,3,
1874-08-05,Aziziyah,0,1,,,1,
1874-08-06,Baghdad,1,0,156.5,,,
1874-08-15,Amara,0,1,,,42,
1874-08-15,Qurnah,0,1,,,6,
1874-08-17,Basra,1,0,42,,,
1874-08-17,Qurna,1,0,2,,,
1874-08-17,Amara,1,1,17,,16,
1874-08-18,Ali Gharbi,0,1,,,2,
1874-08-18,Sheikh Saad,0,1,,,1,
1874-08-19,Kut,1,1,25.5,,3,
1874-08-26,Baghdad,1,0,98,,,"1C: Artin Baghdasser, Chaldean bishop and priest"
1874-08-28,Kut,0,1,,,19,
1874-08-29,Amara,0,1,,,20.5,
1874-08-29,Azair,0,1,,,1,let Murad Nessim (Bushire merchant) visit shrine
1874-08-29,Qurna,0,1,,,9,
1874-08-31,Basra,1,0,?,,,1C: Ahmed Pasha commodore
1874-08-31,Qurna,0,1,,,1,
1874-09-01,Azair,1,0,1,,,
1874-09-01,Amara,1,1,46,,10,pass-on incl reserve soldiers going home
1874-09-02,Kut,0,1,,,5,
1874-09-13,Baghdad,1,0,47,,,2C: Selman Erunir
1874-09-13,Gherara,0,1,,,4,"Blockey, Fitzgerald, Clarke, Alfred Holland"
1874-09-17,Kut,0,1,,,6.5,
1874-09-18,Amara,0,1,,,25.5,
1874-09-19,Qurna,0,1,,,3,
1874-09-22,Basra,1,0,33,72,,
1874-09-22,Maghil,0,1,,,4,"Mr Carter, Finis, Cadenhead, Yousif"
1874-09-23,Qurna,1,1,1,,3,
1874-09-23,Amara,1,1,22,,7,
1874-09-24,below Sheikh Saad,0,1,,,2,
1874-09-24,Kut,1,1,few,,11,
1874-10-02,Baghdad,1,0,64.5,87,,"trip total 88,322 okkas"
1874-10-02,Gherara,0,1,,,1,Mr Tartt
1874-10-06,above Kut,1,0,1,,,Herahim (Ibrahim?) al-Mendil
1874-10-06,Kut,1,1,9,,4,
1874-10-07,Amara,1,1,11.5,,26,
1874-10-12,Basra,1,0,30,59.5,,2C: Mr Gaillard of Baghdad telgraph
1874-10-13,Qurna,1,0,1,,,
1874-10-13,[City of London],0,1,,,1,new chief engineer of CoL
1874-10-13,Amara,1,1,yes,,6,
1874-10-14,Ali Gharbi,0,1,,,2,
1874-10-14,Kut,0,1,,,7,
1874-10-21,Baghdad,1,0,97.5,,,"1C: Yousif Gorgi free w 7 followers, Mr Hardie"
1874-10-22,Kut,0,1,,,13,
1874-10-24,Amara,0,1,,,30,
1873-10-24,Azair,0,1,,,12,"Yousif Georgis + 7 followers, 4 Jews"
1874-10-24,Qurna,0,1,,,3,
1874-10-26,Basra,1,0,62,,,
1874-10-27,Qurna,0,1,,,1,
1874-10-27,Azair,1,0,8,,,Yousif Georgis + 7 followers 
1874-10-27,Amara,1,1,18,,10,
1874-10-28,Kut,0,1,,,2,
1874-11-04,Baghdad,1,0,29.5,,,"1C: Capt Beau of Comet, Mr Knight, Mr Barret engineer and new wife, Mrs Gaskin and boy"
1874-11-06,Kut,0,1,,,1,
1874-11-07,Amara,0,1,,,9,
1874-11-08,Azair,0,1,,,1.5,
1874-11-08,Qurna,0,1,,,1,
1874-11-10,Basra,1,0,30,,,
1874-11-11,Qurna,0,1,,,3,
1874-11-11,Azair,1,0,1.5,,,
1874-11-11,Amara,1,1,8,,10,
1874-11-12,Ali Gharbi,0,1,,,1,
1874-11-12,Kut,1,1,10,,3,
1874-11-13,[City of London],1,0,3,,,"Cowley, Joonah, Rosa +servants"
1874-11-14,Ctesiphon,1,0,4,,,"Capt Powell, Mr Finis, son of Col Herbert, Alfred Holland"
1874-11-14,[Mosul],0,1,,,1,"one of firemen of ""Mosul"""
1874-11-18,Baghdad,1,0,81,,,1C: Fathallah w Mosuli servant Meekha; 2C: 3 people
1874-11-20,Kut,0,1,,,5,
1874-11-21,Amara,1,1,17,,27.5,pass-off incl Fathallah
1874-11-22,Qurna,0,1,,,7,
1874-11-24,Basra,1,0,49,,,
1874-11-24,Maghil,0,1,,,1,Yousif Marine
1874-11-25,Qurna,0,1,,,3,Naum Serkis + 2 servants
1874-11-25,Amara,1,1,26,,16,"pass-on incl 1C: Abdullah Yoda, 1 Turk"
1874-11-26,Ali Gharbi,0,1,,,1,
1874-12-24,Baghdad,1,0,112.5,,,
1874-12-24,Gherara,0,1,,,1,Mr Tartt
1874-12-25,Kut,0,1,,,7,
1874-12-26,Amara,0,1,,,12,
1874-12-29,Basra,1,0,22,37,,
1874-12-29,Maghil,0,1,,,1,Yousif
1874-12-29,Qurna,0,1,,,1,
1874-12-30,above Abu Sidra,1,0,5,,,Arabs
1874-12-30,Amara,0,1,,,4,
1875-01-08,Baghdad,1,0,32,,,
1875-01-09,Kut,0,1,,,6,
1875-01-10,[Comet],1,0,1,,,Mr Carter 
1875-01-10,Amara,0,1,,,13,
1875-01-11,Qurna,0,1,,,2,
1875-01-11,Maghil,0,1,,,2,"Mr Carter + Sadkhan ""his Arab"""
1875-01-14,Basra,1,0,62.5,,,incl 22 through from Bombay; mostly Indians
1875-01-15,Amara,1,1,18,,6,
1875-01-15,below Ali Gharbi,0,1,,,4,
1875-01-16,Kut,1,1,14.5,,5,"pass-on incl 1C: Ahmed Bey son of Baghdad customs collector + his brother, Turks"
1875-01-29,Baghdad,1,0,72,,,2C: 2 people; Mr Cadenhead ?1C
1875-01-29,Gherara,0,1,,,3,"Mr Finis, Alfred Holland, Mr Tartt"
1875-01-29,Ctesiphon,0,1,,,4,"Mr Clarke, Mr Raitt, Capt Powell, Mr Cadenhead"
1875-01-29,Bostan,1,0,2,,,"Capt Powell, Mr Cadenhead"
1875-01-31,Kut,0,1,,,11,
1875-02-01,Amara,0,1,,,17.5,
1875-02-01,Qurna,0,1,,,8,
1875-02-02,Basra,1,0,64,87.5,,
1875-02-02,Maghil,0,1,,,3,"Capt Powell, Cadenhead, Yousif Marine"
1875-02-03,Qurna,0,1,,,2,
1875-02-04,Amara,1,1,17,,7,pass-off incl Jeboori 
1875-02-04,Ali Gharbi,0,1,,,2,
1875-02-05,Kut,0,1,,,1,
1875-02-12,Baghdad,1,0,90,,,
1875-02-12,above Azizieh,0,1,,,1,
1875-02-13,Kut,1,1,5,,14.5,
1875-02-14,Amara,0,1,,,46,
1875-02-14,Qurna,0,1,,,2.5,
1875-02-16,Basra,1,0,110,,,2C: priest Kass Michael Ilo from Bombay free
1875-02-17,Qurna,1,1,11,,1,
1875-02-17,Amara,1,1,26,,14,pass-on incl 1C: Menahim son of Salih Daniel
1875-02-19,Kut,1,1,10.5,,25.5,
1875-02-26,Baghdad,1,0,98,,,
1875-02-27,Kut,0,1,,,25,
1875-02-27,Ali Gharbi,0,1,,,1,Abdulmajid ?Khudayri w Lynch's money for wool
1875-02-28,Amara,0,1,,,35,
1875-02-28,Kalat Salih,0,1,,,yes,Serri Efendi's men
1875-03-01,Qurna,0,1,,,2,
1875-03-02,Basra,1,0,178.5,,,"2C: Toma Kroomi, his wife, 1 Jew; others mostly Persian pilgrims of ""Constance"" from Jeddah, incl 7 through - Mejjodah and ""her gang"" of women and men"
1875-03-02,Maghil,0,1,,,7,"Cowley, Henry, Yousif, Michael, Mr Tartt, engineer of CoL, mate of CoL"
1875-03-03,Amara,1,1,51,,7,"pass-on incl 1C: Serri Efendi, w 12 followers"
1875-03-05,Kut,0,1,,,3,pass-on incl 2C: Polus Serkis
1875-03-12,Baghdad,1,0,176.5,,,2C: 2 people; Mr Finis
1875-03-13,Kut,0,1,,,38,
1875-03-13,Sheikh Saad,0,1,,,3,
1875-03-13,Ali Gharbi,0,1,,,3,
1875-03-13,Amara,0,1,,,30,
1875-03-14,Azair,0,1,,,7,
1875-03-16,Basra,1,0,102,,,1C: Capt W Downing for Comet; 2C: 2 Jews
1875-03-16,Maghil,1,1,2,,1,"pass-on Mr Tartt; exchanged engineers w ""CoL"" Mr Cole off, Mr Carr on"
1875-03-17,Azair,1,0,4,,,
1875-03-17,Amara,1,1,34.5,,19,
1875-03-19,Kut,1,1,21,,3,
1875-03-26,Baghdad,1,0,92.5,,,"2C: Mustafa Efendi mudir of quarantine to Amara; ?1C free Mr Holland, Alfred, his sisters, MR Gaskin, Johnny"
1875-03-27,Kut,0,1,,,19,
1875-03-27,Amara,0,1,,,28,
1875-03-28,Qurna,0,1,,,1,
1875-03-29,Basra,1,0,108,,,1C: 3 Indian women; Mr Holland and family free
1875-03-30,Qurna,1,0,2,,,
1875-03-30,Amara,1,1,31,,21,pass-on incl 2C: Mustafa Efendi director of quarantine
1875-04-02,Kut,0,1,,,5,
1875-04-09,Baghdad,1,0,96,100,,
1875-04-09,Gherara,0,1,,,6,"Emilia, Medula, Menusha, Alice, Stifan, Jany"
1875-04-10,Kut,0,1,,,25,
1875-04-10,Amara,0,1,,,25,
1875-04-11,Qurna,0,1,,,1,
1875-04-13,Basra,1,0,62.5,89.5,,1C: Mr Robertson
1875-04-13,Qurna,0,1,,,1,
1875-04-13,Azair,0,1,,,2,
1875-04-14,Amara,1,1,21,,6,
1875-04-15,Kut,1,1,2,,3,
1875-04-23,Baghdad,1,0,114.5,117.5,,"pass incl Menahim Daniel to Qurna, Mr Watty [cabins unspecified]"
1875-04-23,Ctesiphon,0,1,,,20,13 paid; 7 pcle(?)
1875-04-24,Ali Gharbi,0,1,,,6,
1875-04-24,Amara,0,1,,,22.5,
1875-04-25,Qurna,0,1,,,5,Menahim Daniel + 4 men
1875-04-27,Basra,1,0,49.5,93,,2C: 1 woman; MR Conbrough + servants free
